seat_no,name,vote,party,alliance,seat,district,division,region,voters,male_voters,female_voters,thirdgender_voters,time
186,মোঃ মামুনুল হক,86067,Bangladesh Khelafat Mojlish,Jamaat-NCP,Dhaka-13,Dhaka,Dhaka,Urban,408791.0,209812.0,198971.0,8.0,2026-02-13 06:56:39.912346+00:00
186,ববি হাজ্জাজ,88387,BNP,BNP,Dhaka-13,Dhaka,Dhaka,Urban,408791.0,209812.0,198971.0,8.0,2026-02-13 06:56:39.912346+00:00
182,মোহাম্মদ জাবেদ মিয়া,53460,NCP,Jamaat-NCP,Dhaka-9,Dhaka,Dhaka,Urban,469360.0,237673.0,231682.0,5.0,2026-02-13 06:56:39.912346+00:00
182,হাবিবুর রশিদ,111212,BNP,BNP,Dhaka-9,Dhaka,Dhaka,Urban,469360.0,237673.0,231682.0,5.0,2026-02-13 06:56:39.912346+00:00
108,মোঃ মনিরুজ্জামান,85426,BNP,BNP,Satkhira-4,Satkhira,Khulna,Rural,298050.0,150026.0,148020.0,4.0,2026-02-13 06:56:39.912346+00:00
108,"জি, এম, নজরুল ইসলাম",106913,Jamaat,Jamaat-NCP,Satkhira-4,Satkhira,Khulna,Rural,298050.0,150026.0,148020.0,4.0,2026-02-13 06:56:39.912346+00:00
107,মোঃ শহিদুল আলম,105389,Independent,,Satkhira-3,Satkhira,Khulna,Rural,502222.0,253984.0,248235.0,3.0,2026-02-13 06:56:39.912346+00:00
107,হাফেজ মুহাঃ রবিউল বাশার,184233,Jamaat,Jamaat-NCP,Satkhira-3,Satkhira,Khulna,Rural,502222.0,253984.0,248235.0,3.0,2026-02-13 06:56:39.912346+00:00
106,মোঃ আব্দুর রউফ,116229,BNP,BNP,Satkhira-2,Satkhira,Khulna,Urban,535654.0,265965.0,269685.0,4.0,2026-02-13 06:56:39.912346+00:00
106,মুহাম্মাদ আব্দুল খালেক,266959,Jamaat,Jamaat-NCP,Satkhira-2,Satkhira,Khulna,Urban,535654.0,265965.0,269685.0,4.0,2026-02-13 06:56:39.912346+00:00
105,মোঃ হাবিবুল ইসলাম হাবিব,169995,BNP,BNP,Satkhira-1,Satkhira,Khulna,Rural,496848.0,247873.0,248973.0,2.0,2026-02-13 06:56:39.912346+00:00
105,মোঃ ইজ্জত উল্লাহ,193772,Jamaat,Jamaat-NCP,Satkhira-1,Satkhira,Khulna,Rural,496848.0,247873.0,248973.0,2.0,2026-02-13 06:56:39.912346+00:00
89,শহীদ মোঃ ইকবাল হোসেন,85045,Independent,,Jessore-5,Jessore,Khulna,Rural,369082.0,184215.0,184863.0,4.0,2026-02-13 06:56:39.912346+00:00
89,গাজী এনামুল হক,132876,Jamaat,Jamaat-NCP,Jessore-5,Jessore,Khulna,Rural,369082.0,184215.0,184863.0,4.0,2026-02-13 06:56:39.912346+00:00
87,মোঃ আব্দুল কাদের,187463,Jamaat,Jamaat-NCP,Jessore-3,Jessore,Khulna,Urban,606638.0,301888.0,304740.0,10.0,2026-02-13 06:56:39.912346+00:00
87,অনিন্দ্য ইসলাম অমিত,201339,BNP,BNP,Jessore-3,Jessore,Khulna,Urban,606638.0,301888.0,304740.0,10.0,2026-02-13 06:56:39.912346+00:00
86,মোছাঃ সাবিরা সুলতানা,146647,BNP,BNP,Jessore-2,Jessore,Khulna,Rural,477565.0,237430.0,240133.0,2.0,2026-02-13 06:56:39.912346+00:00
86,মোহাম্মদ মোসলেহউদ্দিন ফরিদ,180965,Jamaat,Jamaat-NCP,Jessore-2,Jessore,Khulna,Rural,477565.0,237430.0,240133.0,2.0,2026-02-13 06:56:39.912346+00:00
85,মোঃ নুরুজ্জামান লিটন,93542,BNP,BNP,Jessore-1,Jessore,Khulna,Rural,308417.0,153296.0,155118.0,3.0,2026-02-13 06:56:39.912346+00:00
85,মুহাম্মাদ আজীজুর রহমান.,119093,Jamaat,Jamaat-NCP,Jessore-1,Jessore,Khulna,Rural,308417.0,153296.0,155118.0,3.0,2026-02-13 06:56:39.912346+00:00
80,মাহমুদ হাসান খান,163877,BNP,BNP,Chuadanga-2,Chuadanga,Khulna,Rural,492431.0,246716.0,245711.0,4.0,2026-02-13 06:56:39.912346+00:00
80,মোঃ রুহুল আমিন,208011,Jamaat,Jamaat-NCP,Chuadanga-2,Chuadanga,Khulna,Rural,492431.0,246716.0,245711.0,4.0,2026-02-13 06:56:39.912346+00:00
79,মোঃ শরীফুজ্জামান,153193,BNP,BNP,Chuadanga-1,Chuadanga,Khulna,Urban,511657.0,254385.0,257265.0,7.0,2026-02-13 06:56:39.912346+00:00
79,মোঃ মাসুদ পারভেজ,211041,Jamaat,Jamaat-NCP,Chuadanga-1,Chuadanga,Khulna,Urban,511657.0,254385.0,257265.0,7.0,2026-02-13 06:56:39.912346+00:00
170,মুহাম্মদ সাঈদনূর,64242,Bangladesh Khelafat Mojlish,Jamaat-NCP,Manikganj-3,Manikganj,Dhaka,Urban,400059.0,199398.0,200660.0,1.0,2026-02-13 06:56:39.912346+00:00
170,আফরোজা খানম,167345,BNP,BNP,Manikganj-3,Manikganj,Dhaka,Urban,400059.0,199398.0,200660.0,1.0,2026-02-13 06:56:39.912346+00:00
169,মোঃ সালাহ উদ্দিন,81531,Khelafat Mojlish,,Manikganj-2,Manikganj,Dhaka,Rural,472622.0,237205.0,235413.0,4.0,2026-02-13 06:56:39.912346+00:00
169,মঈনুল ইসলাম খান,175776,BNP,BNP,Manikganj-2,Manikganj,Dhaka,Rural,472622.0,237205.0,235413.0,4.0,2026-02-13 06:56:39.912346+00:00
168,মোঃ তোজাম্মেল হক,77818,Independent,,Manikganj-1,Manikganj,Dhaka,Rural,461942.0,231857.0,230081.0,4.0,2026-02-13 06:56:39.912346+00:00
168,এস এ জিন্নাহ কবীর,137776,BNP,BNP,Manikganj-1,Manikganj,Dhaka,Rural,461942.0,231857.0,230081.0,4.0,2026-02-13 06:56:39.912346+00:00
161,মোঃ আবু তাহের তালুকদার,79412,BNP,BNP,Netrokona-5,Netrokona,Mymensingh,Rural,,,,,2026-02-13 06:56:39.912346+00:00
161,মাছুম মোস্তফা,82177,Jamaat,Jamaat-NCP,Netrokona-5,Netrokona,Mymensingh,Rural,,,,,2026-02-13 06:56:39.912346+00:00
160,মোঃ আল-হেলাল,39840,Jamaat,Jamaat-NCP,Netrokona-4,Netrokona,Mymensingh,Rural,,,,,2026-02-13 06:56:39.912346+00:00
160,মোঃ লুৎফুজ্জামান বাবর,160801,BNP,BNP,Netrokona-4,Netrokona,Mymensingh,Rural,,,,,2026-02-13 06:56:39.912346+00:00
159,মোঃ দেলোয়ার হোসেন ভূঞা,68961,Independent,,Netrokona-3,Netrokona,Mymensingh,Rural,,,,,2026-02-13 06:56:39.912346+00:00
159,রফিকুল ইসলাম হিলালী,118469,BNP,BNP,Netrokona-3,Netrokona,Mymensingh,Rural,,,,,2026-02-13 06:56:39.912346+00:00
158,মোঃ ফাহিম রহমান খান পাঠান,67367,NCP,Jamaat-NCP,Netrokona-2,Netrokona,Mymensingh,Urban,,,,,2026-02-13 06:56:39.912346+00:00
158,মোঃ আনোয়ারুল হক,171399,BNP,BNP,Netrokona-2,Netrokona,Mymensingh,Urban,,,,,2026-02-13 06:56:39.912346+00:00
157,গোলাম রব্বানী,87488,Bangladesh Khelafat Mojlish,Jamaat-NCP,Netrokona-1,Netrokona,Mymensingh,Rural,,,,,2026-02-13 06:56:39.912346+00:00
157,ব্যারিষ্টার কায়সার কামাল,158343,BNP,BNP,Netrokona-1,Netrokona,Mymensingh,Rural,,,,,2026-02-13 06:56:39.912346+00:00
273,মোহাম্মদ মাহবুবের রহমান,64021,BNP,BNP,Noakhali-6,Noakhali,Chittagong,Rural,339185.0,178309.0,160874.0,2.0,2026-02-13 06:56:39.912346+00:00
273,আবদুল হান্নান মাসউদ,91899,NCP,Jamaat-NCP,Noakhali-6,Noakhali,Chittagong,Rural,339185.0,178309.0,160874.0,2.0,2026-02-13 06:56:39.912346+00:00
272,মোহাম্মদ বেলায়েত হোসেন,120453,Jamaat,Jamaat-NCP,Noakhali-5,Noakhali,Chittagong,Rural,503851.0,261779.0,242072.0,0.0,2026-02-13 06:56:39.912346+00:00
272,মোহাম্মদ ফখরুল ইসলাম,147808,BNP,BNP,Noakhali-5,Noakhali,Chittagong,Rural,503851.0,261779.0,242072.0,0.0,2026-02-13 06:56:39.912346+00:00
271,মোঃ ইসহাক খন্দকার,148989,Jamaat,Jamaat-NCP,Noakhali-4,Noakhali,Chittagong,Urban,700339.0,366659.0,333677.0,3.0,2026-02-13 06:56:39.912346+00:00
271,মোঃ শাহজাহান,219182,BNP,BNP,Noakhali-4,Noakhali,Chittagong,Urban,700339.0,366659.0,333677.0,3.0,2026-02-13 06:56:39.912346+00:00
270,মোঃ বোরহান উদ্দিন,123941,Jamaat,Jamaat-NCP,Noakhali-3,Noakhali,Chittagong,Rural,511759.0,269886.0,241865.0,8.0,2026-02-13 06:56:39.912346+00:00
270,মোঃ বরকত উল্লাহ বুলু,141031,BNP,BNP,Noakhali-3,Noakhali,Chittagong,Rural,511759.0,269886.0,241865.0,8.0,2026-02-13 06:56:39.912346+00:00
269,সুলতান মুহাম্মদ জাকারিয়া মজুমদার,67054,NCP,Jamaat-NCP,Noakhali-2,Noakhali,Chittagong,Rural,360081.0,186305.0,173775.0,1.0,2026-02-13 06:56:39.912346+00:00
269,জয়নুল আবদিন ফারুক,83992,BNP,BNP,Noakhali-2,Noakhali,Chittagong,Rural,360081.0,186305.0,173775.0,1.0,2026-02-13 06:56:39.912346+00:00
268,মোঃ ছাইফ উল্যাহ,98036,Jamaat,Jamaat-NCP,Noakhali-1,Noakhali,Chittagong,Rural,452425.0,233711.0,218714.0,0.0,2026-02-13 06:56:39.912346+00:00
268,এ এম মাহবুব উদ্দিন,126833,BNP,BNP,Noakhali-1,Noakhali,Chittagong,Rural,452425.0,233711.0,218714.0,0.0,2026-02-13 06:56:39.912346+00:00
217,গোবিন্দ চন্দ্র প্রামাণিক,33867,Independent,,Gopalganj-3,Gopalganj,Dhaka,Rural,308784.0,158403.0,150380.0,1.0,2026-02-13 06:56:39.912346+00:00
217,"এস, এম, জিলানী",60166,BNP,BNP,Gopalganj-3,Gopalganj,Dhaka,Rural,308784.0,158403.0,150380.0,1.0,2026-02-13 06:56:39.912346+00:00
216,"এম, এইচ খান মনজু",33039,Independent,,Gopalganj-2,Gopalganj,Dhaka,Urban,384326.0,194060.0,190262.0,4.0,2026-02-13 06:56:39.912346+00:00
216,কে এম বাবর,40048,BNP,BNP,Gopalganj-2,Gopalganj,Dhaka,Urban,384326.0,194060.0,190262.0,4.0,2026-02-13 06:56:39.912346+00:00
215,মোঃ কাবির মিয়া,54464,GOP (Nuru),BNP,Gopalganj-1,Gopalganj,Dhaka,Rural,399510.0,202816.0,196694.0,0.0,2026-02-13 06:56:39.912346+00:00
215,মোঃ সেলিমুজ্জামান মোল্যা,71579,BNP,BNP,Gopalganj-1,Gopalganj,Dhaka,Rural,399510.0,202816.0,196694.0,0.0,2026-02-13 06:56:39.912346+00:00
300,আবু সাঈদ মোঃ সূজা উদ্দীন,26162,NCP,Jamaat-NCP,Bandarban,Bandarban,Chittagong,Rural,,,,,2026-02-13 06:56:39.912346+00:00
300,সাচিং প্রু,141455,BNP,BNP,Bandarban,Bandarban,Chittagong,Rural,,,,,2026-02-13 06:56:39.912346+00:00
184,"এম, এ, কাইয়ুম",91833,BNP,BNP,Dhaka-11,Dhaka,Dhaka,Urban,439078.0,222877.0,216198.0,3.0,2026-02-13 06:56:39.912346+00:00
184,মোঃ নাহিদ ইসলাম,93872,NCP,Jamaat-NCP,Dhaka-11,Dhaka,Dhaka,Urban,439078.0,222877.0,216198.0,3.0,2026-02-13 06:56:39.912346+00:00
50,আবু সাদাত মোঃ সায়েম,103236,Jamaat,Jamaat-NCP,Naogaon-5,Naogaon,Rajshahi,Urban,363030.0,180031.0,182994.0,5.0,2026-02-13 06:56:39.912346+00:00
50,মোঃ জাহিদুল ইসলাম ধলু,128366,BNP,BNP,Naogaon-5,Naogaon,Rajshahi,Urban,363030.0,180031.0,182994.0,5.0,2026-02-13 06:56:39.912346+00:00
48,মোঃ মাহফুজুর রহমান,117838,Jamaat,Jamaat-NCP,Naogaon-3,Naogaon,Rajshahi,Rural,440785.0,218988.0,221796.0,1.0,2026-02-13 06:56:39.912346+00:00
48,মোঃ ফজলে হুদা,165646,BNP,BNP,Naogaon-3,Naogaon,Rajshahi,Rural,440785.0,218988.0,221796.0,1.0,2026-02-13 06:56:39.912346+00:00
47,মোঃ সামসুজ্জোহা খান,134533,BNP,BNP,Naogaon-2,Naogaon,Rajshahi,Rural,372436.0,185375.0,187059.0,2.0,2026-02-13 06:56:39.912346+00:00
47,মোঃ এনামুল হক,141526,Jamaat,Jamaat-NCP,Naogaon-2,Naogaon,Rajshahi,Rural,372436.0,185375.0,187059.0,2.0,2026-02-13 06:56:39.912346+00:00
180,মোঃ এনায়াত উল্লা,98483,Jamaat,Jamaat-NCP,Dhaka-7,Dhaka,Dhaka,Urban,479376.0,248481.0,230883.0,12.0,2026-02-13 06:56:39.912346+00:00
180,হামিদুর রহমান,104666,BNP,BNP,Dhaka-7,Dhaka,Dhaka,Urban,479376.0,248481.0,230883.0,12.0,2026-02-13 06:56:39.912346+00:00
125,ফয়জুল হক,55120,Jamaat,Jamaat-NCP,Jhalokati-1,Jhalokati,Barisal,Rural,225342.0,114117.0,111223.0,2.0,2026-02-13 06:56:39.912346+00:00
125,রফিকুল ইসলাম জামাল,62010,BNP,BNP,Jhalokati-1,Jhalokati,Barisal,Rural,225342.0,114117.0,111223.0,2.0,2026-02-13 06:56:39.912346+00:00
92,মোঃ মুশতারশেদ বিল্লাহ,117018,Jamaat,Jamaat-NCP,Magura-2,Magura,Khulna,Rural,416634.0,211546.0,205085.0,3.0,2026-02-13 06:56:39.912346+00:00
92,নিতাই রায় চৌধুরী,147896,BNP,BNP,Magura-2,Magura,Khulna,Rural,416634.0,211546.0,205085.0,3.0,2026-02-13 06:56:39.912346+00:00
91,আব্দুল মতিন,89682,Jamaat,Jamaat-NCP,Magura-1,Magura,Khulna,Urban,430775.0,215268.0,215504.0,3.0,2026-02-13 06:56:39.912346+00:00
91,মোঃ মনোয়ার হোসেন,185338,BNP,BNP,Magura-1,Magura,Khulna,Urban,430775.0,215268.0,215504.0,3.0,2026-02-13 06:56:39.912346+00:00
203,তাজুল ইসলাম,43682,Bangladesh Khelafat Mojlish,Jamaat-NCP,Narsingdi-5,Narsingdi,Dhaka,Rural,494650.0,255570.0,239065.0,15.0,2026-02-13 06:56:39.912346+00:00
203,মোঃ আশরাফ উদ্দিন,135512,BNP,BNP,Narsingdi-5,Narsingdi,Dhaka,Rural,494650.0,255570.0,239065.0,15.0,2026-02-13 06:56:39.912346+00:00
60,মোঃ দাউদার মাহমুদ,66492,Independent,,Natore-3,Natore,Rajshahi,Rural,326872.0,164088.0,162781.0,3.0,2026-02-13 06:56:39.912346+00:00
60,মোঃ আনোয়ারুল ইসলাম,119768,BNP,BNP,Natore-3,Natore,Rajshahi,Rural,326872.0,164088.0,162781.0,3.0,2026-02-13 06:56:39.912346+00:00
58,মোঃ আবুল কালাম আজাদ,90568,Jamaat,Jamaat-NCP,Natore-1,Natore,Rajshahi,Rural,368276.0,183595.0,184679.0,2.0,2026-02-13 06:56:39.912346+00:00
58,ফারজানা শারমীন,102726,BNP,BNP,Natore-1,Natore,Rajshahi,Rural,368276.0,183595.0,184679.0,2.0,2026-02-13 06:56:39.912346+00:00
81,আবু ছালেহ মোঃ মতিউর রহমান,55577,Jamaat,Jamaat-NCP,Jhenaidah-1,Jhenaidah,Khulna,Rural,325278.0,163001.0,162277.0,0.0,2026-02-13 06:56:39.912346+00:00
81,মোঃ আসাদুজ্জামান,171598,BNP,BNP,Jhenaidah-1,Jhenaidah,Khulna,Rural,325278.0,163001.0,162277.0,0.0,2026-02-13 06:56:39.912346+00:00
82,মোঃ আব্দুল মজিদ,175984,BNP,BNP,Jhenaidah-2,Jhenaidah,Khulna,Urban,506640.0,251666.0,254963.0,11.0,2026-02-13 06:56:39.912346+00:00
82,আলী আজম মোঃ আবু বকর,195702,Jamaat,Jamaat-NCP,Jhenaidah-2,Jhenaidah,Khulna,Urban,506640.0,251666.0,254963.0,11.0,2026-02-13 06:56:39.912346+00:00
214,মোঃ সরোয়ার হোসাইন,75805,Jamaat,Jamaat-NCP,Faridpur-4,Faridpur,Dhaka,Rural,496706.0,254655.0,242050.0,1.0,2026-02-13 06:56:39.912346+00:00
214,মোঃ শহিদুল ইসলাম,127443,BNP,BNP,Faridpur-4,Faridpur,Dhaka,Rural,496706.0,254655.0,242050.0,1.0,2026-02-13 06:56:39.912346+00:00
213,মোঃ আবদুত তাওয়াব,124115,Jamaat,Jamaat-NCP,Faridpur-3,Faridpur,Dhaka,Urban,432628.0,216022.0,216600.0,6.0,2026-02-13 06:56:39.912346+00:00
213,নায়াব ইউসুফ আহমেদ,148545,BNP,BNP,Faridpur-3,Faridpur,Dhaka,Urban,432628.0,216022.0,216600.0,6.0,2026-02-13 06:56:39.912346+00:00
212,মোঃ আকরাম আলী,89305,Bangladesh Khelafat Mojlish,Jamaat-NCP,Faridpur-2,Faridpur,Dhaka,Rural,332041.0,172904.0,159137.0,0.0,2026-02-13 06:56:39.912346+00:00
212,শামা ওবায়েদ ইসলাম,121994,BNP,BNP,Faridpur-2,Faridpur,Dhaka,Rural,332041.0,172904.0,159137.0,0.0,2026-02-13 06:56:39.912346+00:00
178,মোঃ নবী উল্লা,87491,BNP,BNP,Dhaka-5,Dhaka,Dhaka,Urban,419996.0,214594.0,205397.0,5.0,2026-02-13 06:56:39.912346+00:00
178,মোহাম্মদ কামাল হোসেন,96641,Jamaat,Jamaat-NCP,Dhaka-5,Dhaka,Dhaka,Urban,419996.0,214594.0,205397.0,5.0,2026-02-13 06:56:39.912346+00:00
211,খন্দোকার নাসিরুল ইসলাম,126476,BNP,BNP,Faridpur-1,Faridpur,Dhaka,Rural,510540.0,259335.0,251204.0,1.0,2026-02-13 06:56:39.912346+00:00
211,মোঃ ইলিয়াস মোল্লা,154145,Jamaat,Jamaat-NCP,Faridpur-1,Faridpur,Dhaka,Rural,510540.0,259335.0,251204.0,1.0,2026-02-13 06:56:39.912346+00:00
35,এস এম রাশেদুল আলম,91012,Jamaat,Jamaat-NCP,Joypurhat-2,Joypurhat,Rajshahi,Rural,351572.0,174177.0,177393.0,2.0,2026-02-13 06:56:39.912346+00:00
35,মোঃ আব্দুল বারী,157128,BNP,BNP,Joypurhat-2,Joypurhat,Rajshahi,Rural,351572.0,174177.0,177393.0,2.0,2026-02-13 06:56:39.912346+00:00
34,মোঃ মাসুদ রানা প্রধান,154835,BNP,BNP,Joypurhat-1,Joypurhat,Rajshahi,Urban,466274.0,231984.0,234282.0,8.0,2026-02-13 06:56:39.912346+00:00
34,মোঃ ফজলুর রহমান সাঈদ,163876,Jamaat,Jamaat-NCP,Joypurhat-1,Joypurhat,Rajshahi,Urban,466274.0,231984.0,234282.0,8.0,2026-02-13 06:56:39.912346+00:00
74,মোঃ আমজাদ হোসেন,85452,BNP,BNP,Meherpur-2,Meherpur,Khulna,Rural,270705.0,135087.0,135615.0,3.0,2026-02-13 06:56:39.912346+00:00
74,মোঃ নাজমুল হুদা,94658,Jamaat,Jamaat-NCP,Meherpur-2,Meherpur,Khulna,Rural,270705.0,135087.0,135615.0,3.0,2026-02-13 06:56:39.912346+00:00
73,মাসুদ অরুন,104769,BNP,BNP,Meherpur-1,Meherpur,Khulna,Urban,316975.0,157890.0,159082.0,3.0,2026-02-13 06:56:39.912346+00:00
73,মোঃ তাজউদ্দীন খান,121161,Jamaat,Jamaat-NCP,Meherpur-1,Meherpur,Khulna,Urban,316975.0,157890.0,159082.0,3.0,2026-02-13 06:56:39.912346+00:00
61,মোঃ আব্দুল হাকিম,135386,Jamaat,Jamaat-NCP,Natore-4,Natore,Rajshahi,Rural,445172.0,221348.0,223821.0,3.0,2026-02-13 06:56:39.912346+00:00
61,মোঃ আব্দুল আজিজ,170551,BNP,BNP,Natore-4,Natore,Rajshahi,Rural,445172.0,221348.0,223821.0,3.0,2026-02-13 06:56:39.912346+00:00
59,মোঃ ইউনুস আলী,130066,Jamaat,Jamaat-NCP,Natore-2,Natore,Rajshahi,Urban,406886.0,201655.0,205222.0,9.0,2026-02-13 06:56:39.912346+00:00
59,"এম, রুহুল কুদ্দুস তালুকদার দুলু",162841,BNP,BNP,Natore-2,Natore,Rajshahi,Urban,406886.0,201655.0,205222.0,9.0,2026-02-13 06:56:39.912346+00:00
10,মোঃ আব্দুল আহাদ,108948,NCP,Jamaat-NCP,Dinajpur-5,Dinajpur,Rangpur,Rural,477516.0,238583.0,238930.0,3.0,2026-02-13 06:56:39.912346+00:00
10,"এ, জেড, এম, রেজওয়ানুল হক",113650,Independent,,Dinajpur-5,Dinajpur,Rangpur,Rural,477516.0,238583.0,238930.0,3.0,2026-02-13 06:56:39.912346+00:00
9,মোঃ আফতাব উদ্দীন মোল্লা,127666,Jamaat,Jamaat-NCP,Dinajpur-4,Dinajpur,Rangpur,Rural,421278.0,211304.0,209972.0,2.0,2026-02-13 06:56:39.912346+00:00
9,মোঃ আখতারুজ্জামান মিয়া,165577,BNP,BNP,Dinajpur-4,Dinajpur,Rangpur,Rural,421278.0,211304.0,209972.0,2.0,2026-02-13 06:56:39.912346+00:00
8,মোঃ মাইনুল আলম,134618,Jamaat,Jamaat-NCP,Dinajpur-3,Dinajpur,Rangpur,Urban,415636.0,205486.0,210148.0,2.0,2026-02-13 06:56:39.912346+00:00
8,সৈয়দ জাহাঙ্গীর আলম,139207,BNP,BNP,Dinajpur-3,Dinajpur,Rangpur,Urban,415636.0,205486.0,210148.0,2.0,2026-02-13 06:56:39.912346+00:00
7,"এ, কে, এম আফজালুল আনাম",101831,Jamaat,Jamaat-NCP,Dinajpur-2,Dinajpur,Rangpur,Rural,371478.0,187112.0,184366.0,0.0,2026-02-13 06:56:39.912346+00:00
7,মোঃ সাদিক রিয়াজ,144317,BNP,BNP,Dinajpur-2,Dinajpur,Rangpur,Rural,371478.0,187112.0,184366.0,0.0,2026-02-13 06:56:39.912346+00:00
6,মোঃ মতিউর রহমান,116488,Jamaat,Jamaat-NCP,Dinajpur-1,Dinajpur,Rangpur,Rural,417133.0,208919.0,208212.0,2.0,2026-02-13 06:56:39.912346+00:00
6,মোঃ মনজুরুল ইসলাম,178489,BNP,BNP,Dinajpur-1,Dinajpur,Rangpur,Rural,417133.0,208919.0,208212.0,2.0,2026-02-13 06:56:39.912346+00:00
144,মোঃ গোলাম কিবরিয়া,106578,Jamaat,Jamaat-NCP,Sherpur-2,Sherpur,Mymensingh,Rural,440035.0,215786.0,224249.0,0.0,2026-02-13 06:56:39.912346+00:00
144,মোহাম্মদ ফাহিম চৌধুরী,117441,BNP,BNP,Sherpur-2,Sherpur,Mymensingh,Rural,440035.0,215786.0,224249.0,0.0,2026-02-13 06:56:39.912346+00:00
143,সানসিলা জেবরিন,77521,BNP,BNP,Sherpur-1,Sherpur,Mymensingh,Urban,450489.0,224472.0,226009.0,8.0,2026-02-13 06:56:39.912346+00:00
143,মোঃ রাশেদুল ইসলাম রাশেদ,130989,Jamaat,Jamaat-NCP,Sherpur-1,Sherpur,Mymensingh,Urban,450489.0,224472.0,226009.0,8.0,2026-02-13 06:56:39.912346+00:00
